id,title,year,place,type,link,image,Filename
dc00118154,Bachstelze und Iris; aus dem Buch Bilder importierter Vögel (Raikin zui 来禽図彙),1764,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7637fbeb,dc00118154.m57d2f7637fbeb
dc00118155,Silberfasan und Yukinoshita; aus dem Buch Bilder importierter Vögel,1789,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f76417d6e,dc00118155.m57d2f76417d6e
dc00118156,Wachtel und verschiedene Pflanzen; aus dem Buch Bilder importierter Vögel,1789,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f764b3686,dc00118156.m57d2f764b3686
dc00118157,Bülbül-Paar auf einem Mispelbaum; aus dem Buch Bilder importierter Vögel,1789,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7655b818,dc00118157.m57d2f7655b818
dc00118158,Japanisches Mövchen-Paar auf einem Ahorn; aus dem Buch Bilder importierter Vögel,1789,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f765f1af1,dc00118158.m57d2f765f1af1
dc00118159,Yōkin und Kamelie; aus dem Buch Bilder importierter Vögel,1789,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f76696d45,dc00118159.m57d2f76696d45
dc00118160,Rebhuhn-Paar; aus dem Buch Bilder importierter Vögel ,1789,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7672ba0c,dc00118160.m57d2f7672ba0c
dc00118163,Fernsicht unter der Shin Ōhashi Brücke hindurch; aus der Serie 36 Aussichten auf den Fuji in der Osthauptstadt,1789,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f76818874,dc00118163.m57d2f76818874
dc00118164,Der große Oktopus im Nameri-Fluss in Etchū Oh; autsch!; Blatt 7 aus der Serie Glücksbringende Bilder von Bergen und dem Meer,1789,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f768d6e58,dc00118164.m57d2f768d6e58
dc00118165,Das Teshima-Gestein in der Provinz Sanuki Ich möchte meine Eltern treffen; Blatt 12 aus der Serie Glücksbringende Bilder von Bergen und dem Meer,1789,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f76990239,dc00118165.m57d2f76990239
dc00118166,Die weißen Fische aus Nishimiya in der Provinz Shinano Ich will das nächste sehen!; Blatt 22 aus der Serie Glücksbringende Bilder von Bergen und dem Meer,1789,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f76a6a511,dc00118166.m57d2f76a6a511
dc00118167,Der Honig aus der Provinz Izumo Ich möchte für gute Tage beten; Blatt 33 aus der Serie Glücksbringende Bilder von Bergen und dem Meer,1852,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f76b2216f,dc00118167.m57d2f76b2216f
dc00118168,Der Rettich aus der Provinz Higo Ich möchte es warm machen!; Blatt 49 aus der Serie Glücksbringende Bilder von Bergen und dem Meer ,1852,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f76bc9078,dc00118168.m57d2f76bc9078
dc00118169,Probedruck Weibliche Halbfigur; aus Die erste Pflaume (Ume no Sakigake),1852,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f76c69b3a,dc00118169.m57d2f76c69b3a
dc00118171,Krakeleien an der Speicherwand ,1852,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f76d17d42,dc00118171.m57d2f76d17d42
dc00118172,Krakeleien an der Speicherwand,1852,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f76dadb30,dc00118172.m57d2f76dadb30
dc00118173,Beliebte Ōtsu-e-Bilder Etwas Seltenes; auf das man gewartet hat,1852,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f76e4ed13,dc00118173.m57d2f76e4ed13
dc00118174,Südwind; klares Wetter; Blatt 2 aus der Serie 36 Ansichten des Fuji,1852,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f76f60ecb,dc00118174.m57d2f76f60ecb
dc00118175,Kajikazawa in der Provinz Kōshū; Blatt 15 aus der Serie 36 Ansichten des Fuji,1852,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f770410db,dc00118175.m57d2f770410db
dc00118176,Blick vom Fluss Fuka unterhalb der Mannen-Brücke hindurch; Blatt 4 aus der Serie 36 Ansichten des Fuji,1852,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7710721c,dc00118176.m57d2f7710721c
dc00118177,Blick vom Fluss Fuka unterhalb der Mannen-Brücke hindurch; Blatt 4 aus der Serie 36 Ansichten des Fuji,1852,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f771c2735,dc00118177.m57d2f771c2735
dc00118178,Kajikazawa in der Provinz Kōshū; Blatt 15 aus der Serie 36 Ansichten des Fuji,1830,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f77280a24,dc00118178.m57d2f77280a24
dc00118179,Die Insel Tsukada in der Edo-Bucht; Blatt 12 aus der Serie 36 Ansichten des Fuji,1830,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f773485b1,dc00118179.m57d2f773485b1
dc00118180,Der Sundai-Hügel in der Osthauptstadt; Blatt 5 aus der Serie 36 Ansichten des Fuji,1830,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f774079dc,dc00118180.m57d2f774079dc
dc00118181,Die Schirmkiefer in Aoyama; Blatt 6 aus der Serie 36 Ansichten des Fuji,1830,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f774c00ad,dc00118181.m57d2f774c00ad
dc00118182,Senju in der Provinz Musashi; Blatt 7 aus der Serie 36 Ansichten des Fuji,1830,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f77591bc7,dc00118182.m57d2f77591bc7
dc00118184,Landschaft von Shimo meguro; Blatt 25 aus der Serie 36 Ansichten des Fuji,1830,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7766dc8a,dc00118184.m57d2f7766dc8a
dc00118185,Der Hakone-See in der Provinz Sōshū; Blatt 34 aus der Serie 36 Ansichten des Fuji,1830,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7772de64,dc00118185.m57d2f7772de64
dc00118186,In den Bergen von Tōtōmi; Blatt 19 aus der Serie 36 Ansichten des Fuji,1830,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f777e492d,dc00118186.m57d2f777e492d
dc00118187,Der Fuji bei Kanaya an der Tōkaidō; Blatt 45 aus der Serie 36 Ansichten des Fuji,1830,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f778b6b86,dc00118187.m57d2f778b6b86
dc00118188,Heimliche Liebschaft,1830,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7797ecc7,dc00118188.m57d2f7797ecc7
dc00118189,Liebe beim Musizieren,1778,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f77a22e70,dc00118189.m57d2f77a22e70
dc00118191,Die lachende Dämonin; aus der Serie 100 Erzählungen,1778,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f77b9a216,dc00118191.m57d2f77b9a216
dc00118192,Oiwa-san; aus der Serie 100 Erzählungen,1778,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f77c51b7e,dc00118192.m57d2f77c51b7e
dc00118193,Der Tellergeist Okiku steigt aus einem Brunnen; aus der Serie 100 Erzählungen,1778,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f77ce6cbb,dc00118193.m57d2f77ce6cbb
dc00118194,Besessenheit; aus der Serie 100 Erzählungen,1778,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f77dac8ca,dc00118194.m57d2f77dac8ca
dc00118195,Kapitel 12 des Genji; Perspektivbild,1778,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f77e6b26c,dc00118195.m57d2f77e6b26c
dc00118196,Chidori-Watvögel auf Wellen (Nami Chidori) Liebespaar,1778,Tokio ,Tuschzeichnung,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f77f139b7,dc00118196.m57d2f77f139b7
dc00118197,Der Nebel von Sandara Elfenbeinschleifer,1778,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f77fdec3b,dc00118197.m57d2f77fdec3b
dc00118198,36 Dichterinnen Zug mit einem jungen Prinzen,1778,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f780abfb9,dc00118198.m57d2f780abfb9
dc00118199,Abendschnee auf dem Berg Hira; aus der Serie Acht Ansichten von Ōmi,1804,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f78172bb4,dc00118199.m57d2f78172bb4
dc00118200,Die Schauspieler Onoe Matsusuke I und Ichikawa Omezō I in einem Teehaus,1804,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7821eeb4,dc00118200.m57d2f7821eeb4
dc00118201,Echizenya Morokoshi aus der Serie Schönheiten aus Yoshiwara als sechs Blumenheilige,1804,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f782dfafe,dc00118201.m57d2f782dfafe
dc00118202,Frau mit Handspiegel,1804,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f78390d3e,dc00118202.m57d2f78390d3e
dc00118203,Schnee; aus der Serie Schnee; Mond und Kirschblüten in drei Farbtönen,1804,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7845a91a,dc00118203.m57d2f7845a91a
dc00118204,Abendkühle am Ufer des Sumidagawa,1804,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f785208a7,dc00118204.m57d2f785208a7
dc00118205,Die Frau; die keine Fliegen mag; aus der Serie Sammlung humorvoller Gedichte,1804,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f785d4665,dc00118205.m57d2f785d4665
dc00118206,Wertvolle Ratschläge für junge Damen,1804,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f78695da8,dc00118206.m57d2f78695da8
dc00118207,Szene aus dem Tanzspiel Yanagi no ito koi no odamaki,1804,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f787421e8,dc00118207.m57d2f787421e8
dc00118215,Der Inume-Pass in der Provinz Kōshū; Blatt 9 aus der Serie 36 Ansichten des Fuji,1804,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f788169d1,dc00118215.m57d2f788169d1
dc00118216,Sterbebild des Schauspielers Ichikawa Danjūrō VI,1799,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f788c081c,dc00118216.m57d2f788c081c
dc00118217,Kōjō des Schauspielers Sawamura Sōjūrō IV,1799,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7894cba2,dc00118217.m57d2f7894cba2
dc00118218,Porträt des Schauspielers Ichikawa Danjūrō VI,1799,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f789e80c3,dc00118218.m57d2f789e80c3
dc00118219,Der Schauspieler Bandō Shūka I in Akashi; Blatt 13 aus der Serie Die 54 Blätter des Edo Violett,1799,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f78aa12c2,dc00118219.m57d2f78aa12c2
dc00118220,Elegante Garne in fünf Farben,1799,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f78b507b9,dc00118220.m57d2f78b507b9
dc00118221,Manzai Neujahrstänzer,1799,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f78c1f2f8,dc00118221.m57d2f78c1f2f8
dc00118222,Heimkehrende Segel von Tsukudajima; aus der Serie Acht Ansichten von Edo,1799,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f78ccf712,dc00118222.m57d2f78ccf712
dc00118223,Der Mimeguri-Schrein,1799,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f78d89a46,dc00118223.m57d2f78d89a46
dc00118224,Kintarō kämpt mit Daidōzan Bungorō,1799,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f78e2dd1a,dc00118224.m57d2f78e2dd1a
dc00118225,Die Schauspieler Ichikawa Yaozō III und Iwai Hanshirō in einem Sewamono,1799,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f78ec2616,dc00118225.m57d2f78ec2616
dc00118226,Schauspieler Nakamura Utaemon III und sein Sohn Hashinosuke,1796,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f78f6f917,dc00118226.m57d2f78f6f917
dc00118227,Holzschnittbuch über zeitgenössische Kleidung,1796,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f790166cd,dc00118227.m57d2f790166cd
dc00118228,Blatt aus Holzschnittbuch über zeitgenössische Kleidung,1796,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f79172efe,dc00118228.m57d2f79172efe
dc00118229,Blatt aus Holzschnittbuch über zeitgenössische Kleidung ,1796,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7922e263,dc00118229.m57d2f7922e263
dc00118230,Blatt aus Holzschnittbuch über zeitgenössische Kleidung ,1796,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f792d6b08,dc00118230.m57d2f792d6b08
dc00118231,Blatt aus Holzschnittbuch über zeitgenössische Kleidung ,1796,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f793ac802,dc00118231.m57d2f793ac802
dc00118232,Blatt aus Holzschnittbuch über zeitgenössische Kleidung ,1796,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7946c8f9,dc00118232.m57d2f7946c8f9
dc00118233,Blatt aus Holzschnittbuch über zeitgenössische Kleidung ,1796,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7951aa99,dc00118233.m57d2f7951aa99
dc00118234,Blatt aus Holzschnittbuch über zeitgenössische Kleidung ,1796,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f795b56f0,dc00118234.m57d2f795b56f0
dc00118235,Blatt aus Holzschnittbuch über zeitgenössische Kleidung,1796,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f796667bc,dc00118235.m57d2f796667bc
dc00118236,Blatt aus Holzschnittbuch über zeitgenössische Kleidung ,1802,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f797041b2,dc00118236.m57d2f797041b2
dc00118237,Die Mutter; aus der Serie Zweiseitige Worte der Blume,1802,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f797aabb6,dc00118237.m57d2f797aabb6
dc00118238,Frau mit geöffnetem Yukata; aus der Serie Zehn Typen weiblicher Physiognomie,1802,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7985ec0a,dc00118238.m57d2f7985ec0a
dc00118239,Die Schöne aus Takanawa,1802,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f79929072,dc00118239.m57d2f79929072
dc00118240,Passende Sitten für moderne Schönheiten ,1802,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f799d89eb,dc00118240.m57d2f799d89eb
dc00118241,Bonsai mit Yamabuki (Kerria-Rose),1802,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f79a77810,dc00118241.m57d2f79a77810
dc00118242,Bonsai in Schale mit Blumen,1802,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f79b1a3ac,dc00118242.m57d2f79b1a3ac
dc00118243,Ochiyo und Hanbei; aus der Serie Programm mit Melodien ewiger Liebe,1802,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f79bb968e,dc00118243.m57d2f79bb968e
dc00118244,Mutter mit Kind; hoch; hoch!,1802,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f79c831ea,dc00118244.m57d2f79c831ea
dc00118245,Der Tamagawa in Kōya; aus der Serie Die sechs Kristallflüsse,1802,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f79d3d130,dc00118245.m57d2f79d3d130
dc00118246,Das Chiyozuru Teehaus,1794,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f79e04f4e,dc00118246.m57d2f79e04f4e
dc00118247,Regenschauer an der Nihonbashi; aus der Serie Berühmte Orte der Osthauptstadt,1794,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f79ec7e9c,dc00118247.m57d2f79ec7e9c
dc00118248,Aussicht vom Atago-Berg in Shiba; aus der Serie Berühmte Orte der Osthauptstadt ,1794,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f79f7a6ea,dc00118248.m57d2f79f7a6ea
dc00118249,Ansicht von Kasumigaseki; aus der Serie Berühmte Orte der Osthauptstadt,1794,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a0400bd,dc00118249.m57d2f7a0400bd
dc00118250,Der Ort Yase; aus der Serie Berühmte Orte von Kyōto,1794,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a0ebb79,dc00118250.m57d2f7a0ebb79
dc00118251,Schnee betrachten am Mokubo-Tempel Berühmte Restaurants in Edo,1794,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a1b90a8,dc00118251.m57d2f7a1b90a8
dc00118252,Herbstlaub an der Tsūten-Brücke; aus der Serie Berühmte Orte der Hauptstadt,1794,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a270894,dc00118252.m57d2f7a270894
dc00118253,Herabfliegende Wildgänse in Haneda; aus der Serie Acht Ansichten der Umgebung von Edo ,1794,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a345442,dc00118253.m57d2f7a345442
dc00118254,Schnee im Tempelbezirk des Tenmangū-Schreins in Kameido; aus der Serie Berühmte Orte der Osthauptstadt,1794,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a3f0d13,dc00118254.m57d2f7a3f0d13
dc00118255,Die Akabane-Brücke in Shiba; aus der Serie Berühmte Orte der Osthauptstadt ,1794,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a4b2fef,dc00118255.m57d2f7a4b2fef
dc00118256,Abendrot von Seta; aus der Serie Acht Ansichten von Ōmi ,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a56a73e,dc00118256.m57d2f7a56a73e
dc00118257,Abendliche Schneelandschaft in Hira; aus der Serie Acht Ansichten von Ōmi,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a6159c7,dc00118257.m57d2f7a6159c7
dc00118258,Abendliche Schneelandschaft in Hira; aus der Serie Acht Ansichten von Ōmi ,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a6cabf3,dc00118258.m57d2f7a6cabf3
dc00118259,Anblick der Yanagi-Brücke bei Nacht; aus der Serie Bildersammlung berühmter Orte in Tōkyō,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a7919ab,dc00118259.m57d2f7a7919ab
dc00118260,Der Yodo-Fluss; aus der Serie Berühmte Orte von Kyōto,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a8442dc,dc00118260.m57d2f7a8442dc
dc00118261,Aussicht von Shiomizaka bei Shirasuka; Blatt 33 aus der Serie  Bilder der 53 Stationen des Tōkaidō ,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a8ee73c,dc00118261.m57d2f7a8ee73c
dc00118262,Reisende im Gasthaus; Blatt 52 aus der Serie Bilder der 53 Stationen des Tōkaidō ,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7a9901fa,dc00118262.m57d2f7a9901fa
dc00118263,Sakanoshita Kannon in der Höhle; Blatt 49 aus der Serie Bilder der 53 Stationen des Tōkaidō,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7aa43ffc,dc00118263.m57d2f7aa43ffc
dc00118264,Goyu Motono-ga-hara und der Motozaka Pass; Blatt 36 aus der Serie Bilder der 53 Stationen des Tōkaidō ,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7aadf11a,dc00118264.m57d2f7aadf11a
dc00118265,Okabe Die schmale efeubedeckte Straße am Berg Utsu; Blatt 22 aus der Serie Bilder der 53 Stationen des Tōkaidō ,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7ab9064b,dc00118265.m57d2f7ab9064b
dc00118266,Shōno Hügelgräber der Kofun-Zeit in Shiratori; Blatt 46 aus der Serie Bilder der 53 Stationen des Tōkaidō,1855,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7ac46e80,dc00118266.m57d2f7ac46e80
dc00118267,Fujikawa Bergdorf mit dem vormaligen Namen Berg Miyako; Blatt 38 aus der Serie Bilder der 53 Stationen des Tōkaidō ,1855,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7ad167f4,dc00118267.m57d2f7ad167f4
dc00118268,Die schmale efeubedeckte Straße am Berg Utsu; Blatt 22 aus der Serie Die 53 Stationen des Tōkaidō,1855,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7adc0171,dc00118268.m57d2f7adc0171
dc00118269,Narumi Geschäft mit den berühmten; gebatikten Arimatsu Tüchern; Blatt 41 aus der Serie Die 53 Stationen des Tōkaidō,1855,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7ae78ac6,dc00118269.m57d2f7ae78ac6
dc00118270,Shōno Regenschauer; Blatt 46 aus der Serie Die 53 Stationen des Tōkaidō; Hoeidō Edition,1855,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7af2195d,dc00118270.m57d2f7af2195d
dc00118271,Kyōto Die große Brücke in Sanjō; Blatt 55 aus der Serie Die 53 Stationen des Tōkaidō; Hoeidō Edition,1855,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7afe1a97,dc00118271.m57d2f7afe1a97
dc00118272,Strandkiefer; Blatt 30 aus der Serie 53 Stationen der Tōkaidō,1855,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7b099116,dc00118272.m57d2f7b099116
dc00118273,Okazaki die Yahagi-Brücke; Blatt 39 aus der Serie Die 53 Stationen des Tōkaidō; Hoeidō Edition,1855,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7b16a32c,dc00118273.m57d2f7b16a32c
dc00118274,Kawasaki Die Rokugō-Fähre; Blatt 3 aus der Serie Die 53 Stationen des Tōkaidō; Hoeidō Edition,1855,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7b221ae6,dc00118274.m57d2f7b221ae6
dc00118275,Shimada Das Suruga Ufer des Ōi-Flusses; Blatt 24 aus der Serie Die 53 Stationen des Tōkaidō; Hoeidō Edition,1855,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7b2b3595,dc00118275.m57d2f7b2b3595
dc00118276,Odawara Der Sakawa-Fluss; Blatt 10 aus der Serie Die 53 Stationen des Tōkaidō; Hoeidō Edition,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7b3680e1,dc00118276.m57d2f7b3680e1
dc00118277,Fujieda Beim Wechsel von Trägern und Pferden; Blatt 23 aus der Serie Die 53 Stationen des Tōkaidō; Hoeidō Edition,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7b414821,dc00118277.m57d2f7b414821
dc00118278,Fuchū Der Abe Fluss; Blatt 19 aus der Serie Die 53 Stationen des Tōkaidō; Hoeidō Edition,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7b4d4542,dc00118278.m57d2f7b4d4542
dc00118279,Numazu Bild der Abenddämmerung; Blatt 13 aus der Serie Die 53 Stationen des Tōkaidō; Hoeidō Edition,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7b599fc5,dc00118279.m57d2f7b599fc5
dc00118280,Fujisawa Der Yūgyō Tempel; Blatt 7 aus der Serie Die 53 Stationen des Tōkaidō; Hoeidō Edition,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7b66b1bc,dc00118280.m57d2f7b66b1bc
dc00118281,Kanō; Blatt 54 aus der Serie Die 69 Stationen des Kisokaidō,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7b71934e,dc00118281.m57d2f7b71934e
dc00118282,Musa; Blatt 67 aus der Serie Die 69 Stationen des Kisokaidō,1833,Tokio ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f7b7b961e,dc00118282.m57d2f7b7b961e
